Mark,Model,Generation,Car_type,Restyling,Fuel,Drive,Transmissions,Boost_type,Engine_Location,Country,Engine_volume,Maximum_power,Cylinders,Length,Width,Height,Curb_weight_kg,Clearance,Trunk_volume_max,Consumption_average,Expense_city,Expense_track,Maximum_speed,Speed_to_100,Year,Price
Infiniti,QX80,1,Coupe,Yes,Petrol,AWD,Automatic,Supercharger,Front,USA,0,170,0,3976,1697,1591,2157,146,694,0,0.0,0.0,178,4.2,2003,12558000
Infiniti,QX80,3,Sedan,No,Diesel,AWD,Dual-clutch,Turbo,Front,South Korea,0,175,0,4258,1883,1786,1157,204,500,0,0.0,0.0,282,7.5,2012,6885000
Infiniti,QX80,4,Pickup,Yes,Petrol,RWD,CVT,None,Middle,Germany,0,115,0,4151,1673,1562,2185,208,233,0,0.0,0.0,255,15.0,2001,5750000
Infiniti,QX80,4,Coupe,No,Electric,AWD,Automatic,None,Middle,Sweden,0,388,0,3897,1962,1802,1595,176,617,0,0.0,0.0,143,5.1,2019,10312000
Infiniti,QX80,4,MPV,Yes,Diesel,4WD,Manual,None,Rear,UK,0,164,0,4373,1612,1648,1322,123,629,0,0.0,0.0,182,4.8,2003,3558000
Infiniti,QX80,2,Roadster,Yes,Diesel,FWD,CVT,Supercharger,Front,Japan,0,137,0,5049,1732,1519,1435,220,337,0,0.0,0.0,242,8.5,2007,10458000
Infiniti,QX80,2,MPV,No,Diesel,FWD,CVT,Turbo,Front,China,0,222,0,3875,1690,1650,1565,169,658,0,0.0,0.0,206,10.1,2009,3765000
Infiniti,QX80,5,MPV,Yes,Petrol,FWD,CVT,Turbo,Rear,UK,0,236,0,4835,1854,1690,1005,198,391,0,0.0,0.0,299,8.9,2023,814000
Infiniti,QX80,1,Hatchback,No,Electric,FWD,CVT,None,Front,USA,0,246,0,4105,1975,1476,1029,178,264,0,0.0,0.0,237,4.5,2009,8519000
Infiniti,QX80,2,MPV,No,Petrol,FWD,Dual-clutch,None,Front,USA,0,324,0,4440,1906,1434,2116,243,205,0,0.0,0.0,299,8.4,2017,6843000
Infiniti,QX80,5,Sedan,No,Hybrid,RWD,Automatic,None,Middle,Sweden,0,177,0,4115,1703,1657,913,143,313,0,0.0,0.0,271,3.9,2015,13568000
Infiniti,QX80,3,Pickup,Yes,Electric,RWD,Dual-clutch,Turbo,Rear,France,0,114,0,4357,1619,1421,2412,131,255,0,0.0,0.0,185,9.9,2012,13889000
Infiniti,QX80,3,Hatchback,Yes,Electric,RWD,Dual-clutch,Turbo,Rear,Sweden,0,195,0,3778,1852,1716,2491,235,426,0,0.0,0.0,281,7.3,2012,12696000
Infiniti,QX80,2,Hatchback,Yes,Diesel,4WD,Automatic,Supercharger,Front,France,0,212,0,4960,1998,1864,1653,123,357,0,0.0,0.0,251,6.8,2019,14686000
Infiniti,QX80,3,Pickup,No,Electric,4WD,Manual,Supercharger,Rear,Japan,0,415,0,3665,1735,1674,2271,166,605,0,0.0,0.0,170,7.3,2000,3753000
Infiniti,QX80,1,Hatchback,No,Diesel,FWD,Automatic,None,Rear,Italy,0,212,0,3600,1820,1434,1353,247,284,0,0.0,0.0,191,13.0,2017,10083000
Infiniti,QX80,1,Coupe,Yes,Diesel,RWD,Dual-clutch,Supercharger,Middle,Sweden,0,430,0,3568,1615,1534,1924,250,459,0,0.0,0.0,216,5.9,2016,14870000
Infiniti,QX80,5,Roadster,No,Diesel,4WD,Manual,None,Middle,France,0,177,0,4457,1773,1692,957,199,544,0,0.0,0.0,176,13.4,2022,8794000
JAC,J5,2,Sedan,No,Diesel,FWD,Dual-clutch,None,Rear,Germany,4.3,365,12,3720,1647,1664,1887,144,528,13.4,18.4,11.3,280,14.5,2008,9268000
JAC,J5,1,Coupe,Yes,Diesel,FWD,Manual,Turbo,Rear,Italy,3.4,359,5,3694,1955,1706,2239,217,371,4.0,5.0,3.7,311,10.2,2016,14190000
JAC,J5,2,Crossover,No,Petrol,RWD,Manual,Supercharger,Rear,Italy,1.0,174,4,4048,1669,1424,1748,217,571,4.5,5.7,3.7,217,8.9,2014,3541000
JAC,J5,5,Sedan,Yes,Petrol,RWD,Dual-clutch,None,Rear,Japan,4.3,430,6,4164,1750,1414,1079,220,493,9.0,10.4,8.4,304,3.8,2020,10098000
JAC,J5,2,Roadster,No,Diesel,4WD,Automatic,Turbo,Rear,South Korea,4.3,324,12,4253,1919,1585,2025,248,437,10.0,11.7,9.9,197,5.4,2018,2597000
JAC,J5,3,Coupe,No,Electric,4WD,Dual-clutch,None,Middle,USA,3.1,118,5,3912,1968,1504,1380,239,384,11.3,13.0,10.2,302,14.5,2008,12633000
JAC,J5,5,Sedan,Yes,Electric,RWD,Dual-clutch,Turbo,Front,Italy,3.5,109,5,3991,1975,1560,965,188,235,4.5,6.2,3.8,316,11.0,2011,11484000
JAC,J5,5,SUV,No,Diesel,AWD,Dual-clutch,None,Front,Sweden,1.5,363,6,3533,1714,1673,1396,200,210,8.5,10.5,7.2,283,6.9,2000,4246000
JAC,J5,4,MPV,Yes,Electric,AWD,Manual,Turbo,Front,Germany,2.5,237,5,3936,1936,1778,1544,146,270,14.7,21.3,14.5,267,5.3,2025,6128000
JAC,J5,1,Sedan,No,Petrol,AWD,Manual,None,Rear,China,4.4,84,6,4076,1862,1634,2285,209,209,5.7,7.2,4.8,202,10.8,2020,6860000
JAC,J5,3,SUV,Yes,Diesel,FWD,CVT,Turbo,Middle,Sweden,2.0,531,8,4548,1819,1677,2258,186,377,5.0,6.2,4.0,267,5.4,2001,6779000
JAC,J5,5,Crossover,Yes,Electric,4WD,Manual,None,Rear,Sweden,3.4,195,8,4788,1616,1811,2144,181,433,10.7,13.5,9.1,300,5.0,2016,4108000
JAC,J5,5,MPV,Yes,Petrol,FWD,CVT,None,Front,Japan,4.7,247,12,3822,1847,1866,2112,239,412,5.9,7.4,5.6,179,6.6,2002,7943000
JAC,J5,5,Crossover,Yes,Electric,4WD,Automatic,Turbo,Front,Japan,2.6,529,6,4324,1624,1761,2184,198,592,7.9,9.9,6.9,220,8.8,2008,6601000
JAC,J5,4,Sedan,No,Hybrid,4WD,CVT,Supercharger,Front,France,1.2,553,8,4150,1638,1889,1824,195,574,8.6,11.8,8.2,209,5.0,2020,12984000
JAC,J5,2,Coupe,Yes,Hybrid,FWD,Automatic,Supercharger,Middle,South Korea,2.3,591,3,5104,1957,1435,2046,160,377,8.3,10.4,8.1,253,14.2,2013,14734000
JAC,J5,4,Crossover,No,Diesel,RWD,CVT,Supercharger,Rear,South Korea,1.9,195,4,5076,1728,1587,1934,150,482,6.5,7.2,5.6,192,8.5,2016,5191000
JAC,J5,5,Hatchback,No,Hybrid,AWD,Manual,Supercharger,Rear,Germany,2.8,219,12,3724,1606,1482,1102,206,423,3.0,3.9,2.5,271,12.3,2005,7359000
JAC,J5,3,Sedan,No,Electric,FWD,Manual,Supercharger,Middle,Japan,4.3,218,4,4361,1993,1642,1362,136,423,8.7,10.3,7.0,259,10.0,2007,4134000
JAC,J5,5,Sedan,No,Electric,RWD,Automatic,None,Rear,Sweden,3.5,308,6,5162,1687,1892,2438,247,600,5.4,7.0,4.7,288,6.2,2004,9228000
JAC,J7,1,Hatchback,No,Electric,AWD,Manual,None,Front,UK,1.8,559,12,3986,1791,1477,1883,218,214,5.6,6.5,5.4,228,14.8,2022,14859000
JAC,J7,3,Roadster,Yes,Petrol,4WD,Manual,None,Rear,China,3.5,235,4,4785,1682,1689,2487,173,501,11.3,15.4,10.2,300,7.6,2002,12976000
JAC,J7,5,SUV,No,Diesel,AWD,Manual,Turbo,Rear,UK,2.7,251,5,4314,1664,1874,903,218,562,6.4,9.1,5.4,261,7.7,2001,8845000
JAC,J7,5,Coupe,Yes,Diesel,4WD,Dual-clutch,None,Front,China,2.9,358,5,4168,1947,1679,2352,212,652,10.2,11.4,9.2,276,6.0,2010,6539000
JAC,J7,5,Sedan,No,Diesel,RWD,CVT,None,Middle,France,3.0,599,3,3955,1885,1496,1636,228,461,9.0,12.5,7.7,251,8.8,2012,1356000
JAC,J7,3,Hatchback,No,Petrol,FWD,Manual,None,Rear,Japan,2.1,317,3,3537,1950,1776,1067,185,377,10.8,13.0,9.0,160,5.9,2022,929000
JAC,J7,3,SUV,Yes,Hybrid,AWD,Dual-clutch,None,Front,Japan,3.5,589,8,3959,1704,1506,2477,181,563,6.2,8.8,5.5,189,3.6,2010,12462000
JAC,J7,4,Hatchback,No,Petrol,AWD,CVT,Turbo,Rear,UK,4.2,168,8,3559,1665,1459,1484,123,241,12.9,15.5,10.4,262,7.4,2010,14746000
JAC,J7,2,Pickup,Yes,Diesel,FWD,CVT,Supercharger,Rear,Italy,1.3,584,5,5063,1840,1609,2031,146,628,3.8,5.2,3.3,214,7.3,2006,7196000
JAC,J7,3,Crossover,Yes,Hybrid,4WD,Automatic,None,Front,USA,1.2,348,8,5168,1647,1445,2484,168,264,8.4,11.8,7.1,255,4.7,2018,9449000
JAC,J7,3,Pickup,No,Hybrid,RWD,Manual,Turbo,Middle,South Korea,2.1,503,5,4153,1711,1442,1809,134,234,6.9,9.2,6.8,290,7.5,2008,12501000
JAC,J7,4,Sedan,Yes,Electric,AWD,CVT,Turbo,Middle,Japan,2.2,75,4,5103,1600,1738,1017,190,475,7.1,8.0,6.1,174,14.4,2019,12888000
JAC,J7,5,Sedan,No,Electric,AWD,CVT,None,Rear,China,1.9,586,8,4297,1770,1713,2440,128,649,6.2,8.6,5.5,242,12.9,2016,11174000
JAC,J7,3,MPV,No,Diesel,AWD,Dual-clutch,None,Rear,China,1.5,397,6,4953,1719,1508,1394,204,257,12.5,16.8,11.1,307,12.8,2003,10354000
JAC,J7,4,Roadster,No,Diesel,FWD,Manual,None,Rear,South Korea,2.9,458,3,4804,1807,1600,1806,242,541,8.3,9.3,7.2,320,7.4,2002,7487000
JAC,J7,5,SUV,Yes,Hybrid,RWD,CVT,Supercharger,Rear,South Korea,4.8,398,3,3736,1609,1814,2087,225,273,6.3,7.3,5.6,161,11.4,2017,13144000
JAC,J7,3,Roadster,Yes,Petrol,RWD,Automatic,Supercharger,Middle,Italy,2.2,154,8,4294,1718,1787,1593,197,290,10.0,13.1,9.2,174,10.8,2014,11983000
JAC,J7,2,Pickup,No,Diesel,FWD,Automatic,None,Middle,France,3.0,410,12,4326,1871,1780,2462,246,200,9.4,11.4,9.2,171,13.0,2020,4198000
JAC,J7,4,Roadster,Yes,Petrol,AWD,Automatic,Turbo,Front,USA,2.8,508,4,4661,1763,1772,1553,136,543,4.3,5.7,4.0,225,8.0,2000,3478000
JAC,J7,4,Pickup,No,Electric,4WD,Automatic,Turbo,Middle,France,4.7,576,4,4950,1813,1662,1283,188,602,14.3,20.5,14.0,153,8.1,2009,4533000
JAC,JS2,2,Sedan,No,Electric,4WD,Manual,None,Front,South Korea,2.3,343,8,4874,1815,1862,1750,184,650,12.4,17.9,10.2,193,8.1,2009,8435000
JAC,JS2,3,Hatchback,Yes,Electric,4WD,CVT,Supercharger,Front,Sweden,3.2,398,12,4279,1925,1878,1226,161,332,6.5,9.1,5.6,154,12.9,2013,13829000
JAC,JS2,4,Sedan,No,Hybrid,RWD,Automatic,None,Rear,France,2.4,188,4,3541,1721,1516,1075,144,564,12.0,13.4,9.8,228,8.7,2017,9247000
JAC,JS2,3,Coupe,Yes,Hybrid,4WD,CVT,Turbo,Middle,France,4.7,324,3,4504,1937,1502,2071,161,221,10.5,14.0,10.3,184,13.2,2009,7152000
JAC,JS2,4,Coupe,No,Petrol,FWD,Manual,None,Front,Japan,5.0,162,3,4814,1909,1487,2140,131,351,7.1,9.8,6.8,245,3.9,2003,11114000
JAC,JS2,1,Hatchback,Yes,Hybrid,AWD,CVT,None,Front,Italy,2.6,476,12,4019,1895,1488,2399,185,424,5.7,7.7,5.2,269,5.7,2004,5428000
JAC,JS2,5,Sedan,No,Petrol,RWD,Dual-clutch,Supercharger,Rear,France,4.8,356,12,4722,1776,1795,1437,181,475,14.2,16.3,14.0,202,5.8,2000,9855000
JAC,JS2,5,SUV,No,Diesel,AWD,Automatic,Supercharger,Rear,Italy,4.3,104,8,5074,1931,1699,1835,163,616,8.3,10.3,8.2,320,10.1,2020,5903000
JAC,JS2,4,Hatchback,Yes,Electric,AWD,Manual,Supercharger,Front,USA,3.7,197,3,4394,1898,1892,2160,147,497,14.0,15.8,12.7,256,12.8,2013,13690000
JAC,JS2,4,MPV,No,Hybrid,AWD,Manual,Turbo,Middle,South Korea,3.2,243,12,4688,1719,1594,1512,187,642,10.1,11.7,9.2,255,13.5,2015,10202000
JAC,JS2,2,Pickup,Yes,Petrol,AWD,Automatic,None,Middle,Sweden,4.5,578,6,4503,1658,1582,1173,149,460,9.3,12.7,9.0,286,5.3,2023,9191000
JAC,JS2,3,Sedan,Yes,Petrol,RWD,Manual,Supercharger,Middle,USA,3.9,447,3,4433,1845,1472,2334,213,445,6.1,7.4,6.0,194,9.5,2024,11556000
JAC,JS2,4,Crossover,No,Electric,4WD,Automatic,Turbo,Rear,France,2.1,136,12,3556,1873,1865,2193,136,408,5.6,7.9,5.2,153,11.2,2008,8771000
JAC,JS2,4,Hatchback,Yes,Hybrid,AWD,CVT,None,Rear,UK,1.9,347,8,3942,1642,1860,1193,140,550,11.1,12.4,10.3,310,12.3,2019,5981000
JAC,JS2,4,MPV,No,Diesel,4WD,Automatic,None,Front,USA,1.5,131,6,4684,1836,1682,1604,219,665,8.8,11.6,7.1,233,11.3,2023,8545000
JAC,JS2,2,MPV,Yes,Hybrid,4WD,Automatic,Supercharger,Middle,France,2.6,224,8,3574,1707,1620,1975,155,670,11.9,14.9,10.4,187,11.5,2014,2804000
JAC,JS2,4,MPV,Yes,Petrol,AWD,CVT,None,Front,France,3.4,360,4,4326,1756,1864,1374,212,295,11.4,12.8,10.9,169,14.0,2025,10781000
JAC,JS2,4,MPV,No,Petrol,FWD,Manual,Supercharger,Rear,UK,4.2,164,8,3798,1825,1796,1164,161,498,11.8,16.8,11.0,191,10.6,2016,3481000
JAC,JS2,1,Pickup,Yes,Petrol,FWD,Automatic,Turbo,Front,UK,3.6,534,8,5054,1897,1847,1575,201,685,10.8,16.1,8.7,186,4.0,2022,7484000
JAC,JS2,2,Pickup,Yes,Diesel,AWD,Dual-clutch,Supercharger,Front,France,2.0,369,12,3581,1882,1488,2344,170,428,12.6,14.4,11.4,149,10.2,2018,5150000
JAC,JS4,2,Pickup,Yes,Electric,AWD,Automatic,Turbo,Middle,Japan,4.8,110,8,4024,1731,1649,1085,147,511,7.4,10.3,6.0,251,8.7,2000,13049000
JAC,JS4,2,SUV,No,Petrol,AWD,Dual-clutch,Supercharger,Rear,Germany,3.1,452,6,4000,1809,1711,1140,129,243,7.8,9.0,6.6,160,4.5,2016,14765000
JAC,JS4,5,Crossover,No,Electric,FWD,CVT,None,Front,UK,3.3,106,5,4281,1973,1429,2027,120,344,5.8,7.0,5.8,210,6.6,2000,2600000
JAC,JS4,3,Roadster,Yes,Electric,4WD,CVT,Turbo,Middle,Germany,1.1,193,12,5131,1976,1754,1363,226,336,13.4,14.8,11.6,252,13.2,2016,3785000
JAC,JS4,5,Sedan,Yes,Petrol,AWD,CVT,Supercharger,Middle,Germany,3.7,485,8,4655,1983,1503,1160,201,604,3.7,4.9,3.1,301,8.0,2012,5432000
JAC,JS4,2,SUV,Yes,Diesel,AWD,Dual-clutch,None,Rear,France,2.0,545,3,4646,1709,1667,1996,146,389,12.3,18.4,11.3,299,4.6,2019,11275000
JAC,JS4,3,SUV,No,Diesel,RWD,Automatic,None,Middle,South Korea,4.3,437,6,4586,1704,1780,2105,126,503,8.4,10.6,7.3,288,11.9,2004,14778000
JAC,JS4,3,Coupe,No,Electric,FWD,Automatic,Supercharger,Middle,Japan,1.2,238,3,4708,1705,1838,1521,187,531,5.5,6.2,5.5,238,6.3,2011,5887000
JAC,JS4,1,Coupe,No,Diesel,RWD,CVT,Turbo,Rear,UK,4.9,590,3,3772,1672,1414,1864,235,278,12.2,14.2,10.7,147,5.9,2011,3317000
JAC,JS4,4,Sedan,No,Hybrid,RWD,CVT,Turbo,Middle,Sweden,2.2,271,4,4559,1883,1494,1478,208,620,10.4,13.7,9.1,166,4.1,2019,10759000
JAC,JS4,4,Roadster,Yes,Diesel,AWD,CVT,None,Middle,Japan,2.1,96,6,5016,1715,1855,1872,169,205,4.3,4.9,3.9,174,12.3,2004,12949000
JAC,JS4,1,Pickup,No,Hybrid,FWD,Manual,None,Middle,USA,2.2,343,12,4273,1674,1819,2109,152,400,6.7,8.4,6.5,185,6.5,2010,5644000
JAC,JS4,5,Crossover,Yes,Petrol,FWD,CVT,Turbo,Front,France,2.6,580,3,4913,1637,1706,2079,131,591,5.6,8.1,5.3,281,12.5,2021,9275000
JAC,JS4,1,Coupe,Yes,Electric,4WD,Automatic,Turbo,Front,China,4.4,179,4,3984,1695,1510,1418,222,279,10.7,16.0,9.5,182,3.6,2021,8885000
JAC,JS4,4,Crossover,Yes,Diesel,FWD,CVT,None,Rear,Germany,3.2,521,5,4181,1850,1900,1123,168,642,8.1,10.9,7.8,315,11.8,2002,2576000
JAC,JS4,1,MPV,No,Petrol,FWD,CVT,Turbo,Front,Germany,3.0,88,12,4327,1962,1484,2183,155,531,8.1,12.0,7.7,275,7.2,2021,1840000
JAC,JS4,5,Hatchback,No,Electric,4WD,Automatic,Turbo,Front,Japan,1.7,105,4,4899,1906,1714,2364,157,226,12.6,18.6,12.0,172,4.5,2014,14483000
JAC,JS4,3,Crossover,Yes,Hybrid,RWD,Dual-clutch,Supercharger,Rear,USA,2.0,567,3,3563,1874,1893,1505,181,235,4.2,4.9,4.2,278,5.8,2006,6756000
JAC,JS4,1,MPV,No,Diesel,4WD,Dual-clutch,Supercharger,Front,South Korea,3.9,101,12,5136,1722,1413,2070,133,411,5.5,6.9,5.2,184,7.0,2017,11078000
JAC,JS4,3,Coupe,Yes,Electric,4WD,Dual-clutch,None,Middle,Germany,4.7,418,8,4936,1872,1467,2364,142,305,8.8,12.3,8.4,161,3.7,2000,11915000
JAC,Jiayue,4,Crossover,Yes,Electric,AWD,Dual-clutch,Turbo,Front,Germany,0,193,0,3956,1763,1617,2103,162,531,0,0.0,0.0,205,9.9,2023,3674000
JAC,Jiayue,4,Hatchback,Yes,Petrol,FWD,CVT,Turbo,Rear,France,0,135,0,3508,1919,1878,1513,234,569,0,0.0,0.0,214,10.8,2017,11222000
JAC,Jiayue,3,Pickup,Yes,Petrol,AWD,CVT,Supercharger,Front,USA,0,367,0,3865,1889,1862,1104,173,247,0,0.0,0.0,204,14.4,2006,14882000
JAC,Jiayue,1,Pickup,No,Hybrid,FWD,Manual,Supercharger,Middle,Italy,0,373,0,4968,1620,1461,904,210,519,0,0.0,0.0,254,10.3,2013,12754000
JAC,Jiayue,4,Coupe,No,Petrol,FWD,CVT,Supercharger,Middle,Italy,0,137,0,3984,1849,1519,1853,120,505,0,0.0,0.0,285,6.4,2006,6647000
JAC,Jiayue,2,Crossover,No,Electric,FWD,Manual,Supercharger,Rear,Japan,0,165,0,3972,1888,1560,955,131,571,0,0.0,0.0,204,11.2,2021,6417000
JAC,Jiayue,3,Crossover,No,Diesel,AWD,Manual,Supercharger,Rear,Japan,0,201,0,4094,1899,1651,1123,222,289,0,0.0,0.0,287,10.3,2003,7188000
JAC,Jiayue,2,Sedan,No,Hybrid,FWD,Manual,None,Front,UK,0,214,0,3588,1672,1453,951,176,677,0,0.0,0.0,266,6.3,2025,11138000
JAC,Jiayue,3,Roadster,Yes,Diesel,AWD,Manual,None,Rear,Sweden,0,266,0,4468,1671,1534,1664,224,571,0,0.0,0.0,289,5.0,2003,13137000
JAC,Jiayue,2,MPV,Yes,Diesel,RWD,Manual,Supercharger,Front,Japan,0,363,0,4035,1889,1486,2064,238,538,0,0.0,0.0,289,6.5,2004,5824000
JAC,Jiayue,3,Sedan,Yes,Diesel,RWD,Dual-clutch,None,Rear,USA,0,338,0,4647,1858,1522,1077,130,611,0,0.0,0.0,180,11.3,2024,3865000
JAC,Jiayue,1,Coupe,No,Petrol,4WD,Dual-clutch,None,Middle,China,0,205,0,4589,1920,1801,2230,202,242,0,0.0,0.0,206,12.0,2001,9300000
JAC,Jiayue,4,MPV,Yes,Hybrid,FWD,Dual-clutch,None,Middle,Italy,0,239,0,4953,1749,1698,1346,202,571,0,0.0,0.0,236,6.1,2020,6379000
JAC,Jiayue,1,MPV,Yes,Diesel,AWD,Manual,Turbo,Rear,Germany,0,420,0,4638,1670,1688,1311,122,209,0,0.0,0.0,192,12.3,2006,10702000
JAC,Jiayue,3,Roadster,No,Electric,RWD,Manual,Turbo,Rear,France,0,377,0,4023,1924,1450,1444,199,412,0,0.0,0.0,152,10.4,2010,4681000
JAC,Jiayue,5,MPV,Yes,Petrol,RWD,Dual-clutch,Turbo,Front,France,0,330,0,4406,1808,1454,2215,129,259,0,0.0,0.0,237,10.6,2009,14607000
JAC,Jiayue,2,Hatchback,No,Hybrid,AWD,Automatic,Turbo,Middle,South Korea,0,329,0,4487,1622,1565,1586,204,213,0,0.0,0.0,165,6.6,2002,12776000
JAC,Jiayue,4,Hatchback,No,Electric,4WD,Automatic,Supercharger,Rear,France,0,156,0,3891,1861,1608,1460,220,314,0,0.0,0.0,144,6.9,2013,11091000
JAC,Jiayue,4,Coupe,Yes,Hybrid,RWD,Manual,Turbo,Middle,Japan,0,236,0,3697,1834,1485,1215,133,674,0,0.0,0.0,289,14.8,2015,10796000
JAC,Jiayue,4,Pickup,No,Petrol,4WD,Automatic,None,Middle,South Korea,0,325,0,3855,1709,1509,1853,199,269,0,0.0,0.0,248,12.4,2008,1753000
JAC,Refine S,4,Hatchback,Yes,Electric,FWD,CVT,None,Rear,USA,0,371,0,4591,1617,1424,1669,158,491,0,0.0,0.0,178,13.6,2011,13731000
JAC,Refine S,4,Roadster,No,Hybrid,4WD,Automatic,None,Middle,Italy,0,195,0,4447,1934,1678,931,209,397,0,0.0,0.0,238,14.8,2004,3437000
JAC,Refine S,2,Roadster,Yes,Diesel,RWD,Dual-clutch,None,Front,Japan,0,431,0,3916,1602,1581,1269,211,665,0,0.0,0.0,149,12.6,2005,6288000
JAC,Refine S,5,Sedan,Yes,Diesel,4WD,CVT,Supercharger,Rear,USA,0,188,0,3820,1955,1612,1443,201,406,0,0.0,0.0,254,8.5,2002,4446000
JAC,Refine S,1,Pickup,No,Petrol,4WD,CVT,Turbo,Rear,Germany,0,359,0,4150,1733,1825,1275,160,269,0,0.0,0.0,221,9.9,2017,3569000
JAC,Refine S,3,Hatchback,Yes,Petrol,FWD,Dual-clutch,None,Middle,Italy,0,396,0,4206,1802,1609,1190,131,462,0,0.0,0.0,250,12.4,2008,9976000
JAC,Refine S,5,Hatchback,Yes,Hybrid,RWD,Dual-clutch,None,Middle,France,0,403,0,3630,1820,1430,1297,148,577,0,0.0,0.0,294,6.4,2016,10723000
JAC,Refine S,4,SUV,No,Electric,4WD,Dual-clutch,Turbo,Middle,Sweden,0,219,0,5146,1794,1418,1635,244,532,0,0.0,0.0,202,14.8,2019,13882000
JAC,Refine S,1,Sedan,Yes,Hybrid,4WD,Dual-clutch,Supercharger,Middle,South Korea,0,324,0,3960,1622,1824,2493,179,229,0,0.0,0.0,233,9.6,2016,1085000
JAC,Refine S,3,SUV,Yes,Diesel,4WD,Manual,Supercharger,Front,China,0,307,0,4105,1659,1478,2373,149,316,0,0.0,0.0,241,7.2,2017,1949000
JAC,Refine S,4,MPV,No,Electric,FWD,Manual,None,Front,USA,0,103,0,4701,1916,1876,966,245,212,0,0.0,0.0,189,7.1,2012,7562000
JAC,Refine S,3,SUV,No,Electric,4WD,Manual,Supercharger,Middle,USA,0,121,0,4292,1838,1422,2024,223,410,0,0.0,0.0,251,6.3,2010,10742000
JAC,Refine S,2,MPV,No,Electric,FWD,Automatic,None,Rear,France,0,337,0,4573,1853,1597,1263,125,505,0,0.0,0.0,287,4.7,2018,1639000
JAC,Refine S,2,SUV,No,Diesel,FWD,Manual,Turbo,Middle,Japan,0,231,0,3866,1928,1851,909,191,630,0,0.0,0.0,264,13.9,2022,3330000
JAC,Refine S,5,Roadster,Yes,Electric,4WD,Dual-clutch,None,Middle,France,0,170,0,4065,1698,1457,2165,189,486,0,0.0,0.0,175,4.8,2016,14389000
JAC,Refine S,3,Sedan,No,Electric,AWD,Manual,Turbo,Front,Sweden,0,151,0,4210,1737,1565,2418,245,380,0,0.0,0.0,235,13.4,2005,11058000
JAC,Refine S,1,Crossover,Yes,Electric,RWD,Dual-clutch,None,Rear,Italy,0,275,0,4124,1822,1788,1852,231,245,0,0.0,0.0,319,9.6,2000,1276000
JAC,Refine S,5,Sedan,Yes,Petrol,RWD,Automatic,Supercharger,Middle,France,0,311,0,3993,1936,1571,1258,213,675,0,0.0,0.0,197,7.1,2023,6308000
JAC,Refine S,2,MPV,Yes,Diesel,FWD,Dual-clutch,None,Rear,UK,0,359,0,4050,1927,1427,1838,157,239,0,0.0,0.0,223,5.8,2016,9346000
JAC,Refine S,5,SUV,No,Electric,FWD,Dual-clutch,Supercharger,Rear,Japan,0,379,0,4892,1679,1421,2308,196,627,0,0.0,0.0,290,13.7,2018,13579000
JAC,S2,2,Sedan,No,Diesel,AWD,CVT,Turbo,Middle,UK,1.7,407,12,3875,1815,1841,1293,146,283,14.9,17.9,14.6,167,11.8,2004,13611000
JAC,S2,5,Crossover,Yes,Petrol,RWD,Manual,None,Middle,USA,2.9,351,12,5156,1935,1446,1027,155,272,12.9,15.9,10.8,217,4.1,2013,1674000
JAC,S2,3,Crossover,No,Diesel,4WD,Manual,None,Front,South Korea,2.1,441,5,3520,1992,1702,1064,143,430,14.0,16.3,13.1,249,10.2,2004,12155000
JAC,S2,5,Hatchback,Yes,Hybrid,AWD,Manual,None,Rear,Germany,2.1,180,4,4715,1758,1473,1036,137,682,11.8,17.2,11.3,144,13.0,2018,8602000
JAC,S2,4,Roadster,No,Hybrid,RWD,CVT,Supercharger,Middle,Germany,2.6,548,8,4811,1920,1866,2085,170,533,13.3,18.1,12.0,208,10.3,2017,7053000
JAC,S2,1,Roadster,No,Hybrid,4WD,CVT,Turbo,Rear,UK,1.3,145,5,4403,1770,1422,2005,202,353,8.6,10.3,7.8,145,12.7,2001,11898000
JAC,S2,2,Hatchback,Yes,Hybrid,4WD,Manual,Supercharger,Middle,China,1.5,199,6,4904,1651,1559,1736,200,414,7.8,11.5,6.7,173,5.2,2001,14904000
JAC,S2,1,Sedan,No,Electric,AWD,CVT,Supercharger,Front,France,2.7,500,5,4406,1861,1898,994,231,327,12.7,14.2,10.9,164,4.3,2000,13793000
JAC,S2,5,Crossover,Yes,Hybrid,RWD,CVT,None,Front,USA,1.9,159,8,3905,1823,1639,1521,220,486,13.7,18.2,12.8,207,6.8,2017,3066000
JAC,S2,2,Sedan,No,Petrol,RWD,Dual-clutch,Turbo,Rear,South Korea,3.1,377,6,4540,1754,1520,1298,160,432,11.6,15.0,11.2,320,9.1,2002,13918000
JAC,S2,1,Pickup,No,Electric,RWD,Dual-clutch,None,Front,Germany,4.0,457,8,3934,1669,1543,2343,134,648,15.0,17.8,13.9,280,8.1,2013,6480000
JAC,S2,3,Coupe,Yes,Petrol,RWD,Automatic,Supercharger,Front,USA,1.7,204,5,4840,1833,1498,1586,245,495,3.5,4.0,3.2,270,4.3,2024,4598000
JAC,S2,1,Hatchback,Yes,Electric,FWD,Dual-clutch,None,Front,USA,3.3,551,3,4404,1953,1828,1337,134,305,11.8,15.4,10.3,173,13.3,2006,3747000
JAC,S2,2,Pickup,Yes,Diesel,4WD,CVT,None,Front,Germany,4.4,164,12,5113,1630,1558,1783,233,281,7.3,8.3,5.9,183,10.9,2019,8173000
